site;year;transect;slide;taxa;count
Tektite;2004;1;DSCN_7152;Pseudoplexaura;0
Tektite;2004;1;DSCN_7153;Pseudoplexaura;0
Tektite;2004;1;DSCN_7154;Pseudoplexaura;0
Tektite;2004;1;DSCN_7155;Pseudoplexaura;0
Tektite;2004;1;DSCN_7156;Pseudoplexaura;0
Tektite;2004;1;DSCN_7157;Pseudoplexaura;0
Tektite;2004;1;DSCN_7158;Pseudoplexaura;0
Tektite;2004;1;DSCN_7159;Pseudoplexaura;0
Tektite;2004;3;DSCN_7127;Pseudoplexaura;1
Tektite;2004;3;DSCN_7129;Pseudoplexaura;0
Tektite;2004;3;DSCN_7130;Pseudoplexaura;1
Tektite;2004;3;DSCN_7131;Pseudoplexaura;0
Tektite;2004;3;DSCN_7132;Pseudoplexaura;0
Tektite;2004;3;DSCN_7133;Pseudoplexaura;0
Tektite;2004;3;DSCN_7134;Pseudoplexaura;0
Tektite;2004;3;DSCN_7135;Pseudoplexaura;0
Tektite;2004;3;DSCN_7136;Pseudoplexaura;0
Tektite;2004;3;DSCN_7128;Pseudoplexaura;0
Tektite;2005;1;DSC_0003;Pseudoplexaura;1
Tektite;2005;1;DSC_0004;Pseudoplexaura;1
Tektite;2005;1;DSC_0005;Pseudoplexaura;0
Tektite;2005;1;DSC_0006;Pseudoplexaura;0
Tektite;2005;1;DSC_0007;Pseudoplexaura;0
Tektite;2005;1;DSC_0008;Pseudoplexaura;0
Tektite;2005;1;DSC_0009;Pseudoplexaura;0
Tektite;2005;1;DSC_0010;Pseudoplexaura;0
Tektite;2005;1;DSC_0011;Pseudoplexaura;0
Tektite;2005;1;DSC_0012;Pseudoplexaura;0
Tektite;2005;1;DSC_0013;Pseudoplexaura;0
Tektite;2005;3;DSC_0026;Pseudoplexaura;1
Tektite;2005;3;DSC_0027;Pseudoplexaura;0
Tektite;2005;3;DSC_0028;Pseudoplexaura;0
Tektite;2005;3;DSC_0029;Pseudoplexaura;1
Tektite;2005;3;DSC_0030;Pseudoplexaura;0
Tektite;2005;3;DSC_0031;Pseudoplexaura;0
Tektite;2005;3;DSC_0032;Pseudoplexaura;0
Tektite;2005;3;DSC_0033;Pseudoplexaura;0
Tektite;2005;3;DSC_0034;Pseudoplexaura;0
Tektite;2005;3;DSC_0035;Pseudoplexaura;0
Tektite;2006;1;DSC_0445;Pseudoplexaura;1
Tektite;2006;1;DSC_0446;Pseudoplexaura;1
Tektite;2006;1;DSC_0447;Pseudoplexaura;0
Tektite;2006;1;DSC_0448;Pseudoplexaura;0
Tektite;2006;1;DSC_0449;Pseudoplexaura;0
Tektite;2006;1;DSC_0450;Pseudoplexaura;0
Tektite;2006;1;DSC_0451;Pseudoplexaura;0
Tektite;2006;1;DSC_0452;Pseudoplexaura;0
Tektite;2006;1;DSC_0453;Pseudoplexaura;0
Tektite;2006;1;DSC_0454;Pseudoplexaura;0
Tektite;2006;1;DSC_0455;Pseudoplexaura;0
Tektite;2006;3;DSC_0468;Pseudoplexaura;1
Tektite;2006;3;DSC_0469;Pseudoplexaura;0
Tektite;2006;3;DSC_0470;Pseudoplexaura;0
Tektite;2006;3;DSC_0472;Pseudoplexaura;0
Tektite;2006;3;DSC_0473;Pseudoplexaura;0
Tektite;2006;3;DSC_0474;Pseudoplexaura;0
Tektite;2006;3;DSC_0475;Pseudoplexaura;0
Tektite;2006;3;DSC_0476;Pseudoplexaura;0
Tektite;2006;3;DSC_0477;Pseudoplexaura;0
Tektite;2006;3;DSC_0471;Pseudoplexaura;0
Tektite;2007;1;DSC_1128;Pseudoplexaura;1
Tektite;2007;1;DSC_1129;Pseudoplexaura;1
Tektite;2007;1;DSC_1130;Pseudoplexaura;0
Tektite;2007;1;DSC_1131;Pseudoplexaura;0
Tektite;2007;1;DSC_1132;Pseudoplexaura;0
Tektite;2007;1;DSC_1133;Pseudoplexaura;0
Tektite;2007;1;DSC_1134;Pseudoplexaura;0
Tektite;2007;1;DSC_1135;Pseudoplexaura;0
Tektite;2007;1;DSC_1136;Pseudoplexaura;0
Tektite;2007;1;DSC_1137;Pseudoplexaura;0
Tektite;2007;1;DSC_1138;Pseudoplexaura;0
Tektite;2007;3;DSC_1152;Pseudoplexaura;1
Tektite;2007;3;DSC_1153;Pseudoplexaura;0
Tektite;2007;3;DSC_1154;Pseudoplexaura;0
Tektite;2007;3;DSC_1155;Pseudoplexaura;1
Tektite;2007;3;DSC_1156;Pseudoplexaura;0
Tektite;2007;3;DSC_1157;Pseudoplexaura;0
Tektite;2007;3;DSC_1158;Pseudoplexaura;0
Tektite;2007;3;DSC_1159;Pseudoplexaura;0
Tektite;2007;3;DSC_1160;Pseudoplexaura;0
Tektite;2007;3;DSC_1161;Pseudoplexaura;0
Tektite;2008;1;DSC_2504;Pseudoplexaura;1
Tektite;2008;1;DSC_2505;Pseudoplexaura;0
Tektite;2008;1;DSC_2506;Pseudoplexaura;0
Tektite;2008;1;DSC_2507;Pseudoplexaura;0
Tektite;2008;1;DSC_2508;Pseudoplexaura;0
Tektite;2008;1;DSC_2509;Pseudoplexaura;0
Tektite;2008;1;DSC_2510;Pseudoplexaura;0
Tektite;2008;1;DSC_2511;Pseudoplexaura;0
Tektite;2008;1;DSC_2512;Pseudoplexaura;0
Tektite;2008;1;DSC_2513;Pseudoplexaura;0
Tektite;2008;1;DSC_2514;Pseudoplexaura;0
Tektite;2008;3;DSC_2527;Pseudoplexaura;1
Tektite;2008;3;DSC_2528;Pseudoplexaura;1
Tektite;2008;3;DSC_2529;Pseudoplexaura;0
Tektite;2008;3;DSC_2530;Pseudoplexaura;1
Tektite;2008;3;DSC_2531;Pseudoplexaura;0
Tektite;2008;3;DSC_2532;Pseudoplexaura;0
Tektite;2008;3;DSC_2533;Pseudoplexaura;0
Tektite;2008;3;DSC_2534;Pseudoplexaura;0
Tektite;2008;3;DSC_2535;Pseudoplexaura;0
Tektite;2008;3;DSC_2536;Pseudoplexaura;0
Tektite;2009;1;2016;Pseudoplexaura;0
Tektite;2009;1;2017;Pseudoplexaura;0
Tektite;2009;1;2018;Pseudoplexaura;0
Tektite;2009;1;2019;Pseudoplexaura;0
Tektite;2009;1;2020;Pseudoplexaura;0
Tektite;2009;1;2021;Pseudoplexaura;0
Tektite;2009;1;2022;Pseudoplexaura;0
Tektite;2009;1;2023;Pseudoplexaura;0
Tektite;2009;1;2024;Pseudoplexaura;0
Tektite;2009;1;2025;Pseudoplexaura;0
Tektite;2009;1;2026;Pseudoplexaura;0
Tektite;2009;3;2039;Pseudoplexaura;0
Tektite;2009;3;2040;Pseudoplexaura;0
Tektite;2009;3;2041;Pseudoplexaura;0
Tektite;2009;3;2042;Pseudoplexaura;2
Tektite;2009;3;2043;Pseudoplexaura;0
Tektite;2009;3;2044;Pseudoplexaura;0
Tektite;2009;3;2045;Pseudoplexaura;0
Tektite;2009;3;2046;Pseudoplexaura;0
Tektite;2009;3;2047;Pseudoplexaura;0
Tektite;2009;3;2048;Pseudoplexaura;0
Tektite;2010;1;8097;Pseudoplexaura;0
Tektite;2010;1;8098;Pseudoplexaura;1
Tektite;2010;1;8099;Pseudoplexaura;0
Tektite;2010;1;8100;Pseudoplexaura;0
Tektite;2010;1;8101;Pseudoplexaura;0
Tektite;2010;1;8102;Pseudoplexaura;0
Tektite;2010;1;8103;Pseudoplexaura;0
Tektite;2010;1;8104;Pseudoplexaura;0
Tektite;2010;1;8105;Pseudoplexaura;0
Tektite;2010;1;8106;Pseudoplexaura;0
Tektite;2010;1;8107;Pseudoplexaura;0
Tektite;2010;1;8108;Pseudoplexaura;0
Tektite;2010;3;8120;Pseudoplexaura;0
Tektite;2010;3;8121;Pseudoplexaura;1
Tektite;2010;3;8122;Pseudoplexaura;0
Tektite;2010;3;8123;Pseudoplexaura;1
Tektite;2010;3;8124;Pseudoplexaura;1
Tektite;2010;3;8125;Pseudoplexaura;0
Tektite;2010;3;8126;Pseudoplexaura;0
Tektite;2010;3;8127;Pseudoplexaura;0
Tektite;2010;3;8128;Pseudoplexaura;0
Tektite;2010;3;8129;Pseudoplexaura;0
Tektite;2011;1;1;Pseudoplexaura;0
Tektite;2011;1;2;Pseudoplexaura;0
Tektite;2011;1;3;Pseudoplexaura;0
Tektite;2011;1;4;Pseudoplexaura;0
Tektite;2011;1;5;Pseudoplexaura;0
Tektite;2011;1;6;Pseudoplexaura;0
Tektite;2011;1;7;Pseudoplexaura;0
Tektite;2011;1;8;Pseudoplexaura;0
Tektite;2011;1;9;Pseudoplexaura;0
Tektite;2011;1;10;Pseudoplexaura;0
Tektite;2011;1;11;Pseudoplexaura;0
Tektite;2011;3;24;Pseudoplexaura;0
Tektite;2011;3;25;Pseudoplexaura;1
Tektite;2011;3;26;Pseudoplexaura;0
Tektite;2011;3;27;Pseudoplexaura;0
Tektite;2011;3;28;Pseudoplexaura;0
Tektite;2011;3;29;Pseudoplexaura;0
Tektite;2011;3;30;Pseudoplexaura;0
Tektite;2011;3;31;Pseudoplexaura;0
Tektite;2011;3;32;Pseudoplexaura;0
Tektite;2011;3;33;Pseudoplexaura;0
Tektite;2012;1;1750;Pseudoplexaura;0
Tektite;2012;1;1751;Pseudoplexaura;0
Tektite;2012;1;1752;Pseudoplexaura;0
Tektite;2012;1;1753;Pseudoplexaura;0
Tektite;2012;1;1754;Pseudoplexaura;0
Tektite;2012;1;1755;Pseudoplexaura;0
Tektite;2012;1;1756;Pseudoplexaura;0
Tektite;2012;1;1757;Pseudoplexaura;0
Tektite;2012;1;1758;Pseudoplexaura;0
Tektite;2012;1;1759;Pseudoplexaura;0
Tektite;2012;1;1760;Pseudoplexaura;0
Tektite;2012;3;1773;Pseudoplexaura;0
Tektite;2012;3;1774;Pseudoplexaura;2
Tektite;2012;3;1775;Pseudoplexaura;0
Tektite;2012;3;1776;Pseudoplexaura;0
Tektite;2012;3;1777;Pseudoplexaura;0
Tektite;2012;3;1778;Pseudoplexaura;0
Tektite;2012;3;1779;Pseudoplexaura;1
Tektite;2012;3;1780;Pseudoplexaura;0
Tektite;2012;3;1781;Pseudoplexaura;0
Tektite;2012;3;1782;Pseudoplexaura;0
Tektite;2013;1;288;Pseudoplexaura;0
Tektite;2013;1;289;Pseudoplexaura;2
Tektite;2013;1;290;Pseudoplexaura;0
Tektite;2013;1;291;Pseudoplexaura;0
Tektite;2013;1;292;Pseudoplexaura;0
Tektite;2013;1;293;Pseudoplexaura;0
Tektite;2013;1;294;Pseudoplexaura;0
Tektite;2013;1;295;Pseudoplexaura;0
Tektite;2013;1;296;Pseudoplexaura;0
Tektite;2013;1;297;Pseudoplexaura;0
Tektite;2013;1;298;Pseudoplexaura;0
Tektite;2013;3;311;Pseudoplexaura;0
Tektite;2013;3;312;Pseudoplexaura;2
Tektite;2013;3;313;Pseudoplexaura;0
Tektite;2013;3;314;Pseudoplexaura;0
Tektite;2013;3;315;Pseudoplexaura;0
Tektite;2013;3;316;Pseudoplexaura;0
Tektite;2013;3;317;Pseudoplexaura;0
Tektite;2013;3;318;Pseudoplexaura;0
Tektite;2013;3;319;Pseudoplexaura;0
Tektite;2013;3;320;Pseudoplexaura;0
Yawzi;1987;1;1;Eunicea;0
Yawzi;1987;1;2;Eunicea;0
Yawzi;1987;1;3;Eunicea;0
Yawzi;1987;1;4;Eunicea;0
Yawzi;1987;1;5;Eunicea;0
Yawzi;1987;1;6;Eunicea;0
Yawzi;1987;1;7;Eunicea;0
Yawzi;1987;1;8;Eunicea;0
Yawzi;1987;1;9;Eunicea;0
Yawzi;1987;1;10;Eunicea;0
Yawzi;1987;3;21;Eunicea;0
Yawzi;1987;3;22;Eunicea;0
Yawzi;1987;3;23;Eunicea;0
Yawzi;1987;3;24;Eunicea;0
Yawzi;1987;3;25;Eunicea;0
Yawzi;1987;3;26;Eunicea;0
Yawzi;1987;3;27;Eunicea;0
Yawzi;1987;3;28;Eunicea;0
Yawzi;1987;3;29;Eunicea;0
Yawzi;1987;3;30;Eunicea;0
Yawzi;1988;1;1;Eunicea;0
Yawzi;1988;1;2;Eunicea;0
Yawzi;1988;1;3;Eunicea;0
Yawzi;1988;1;4;Eunicea;0
Yawzi;1988;1;5;Eunicea;0
Yawzi;1988;1;6;Eunicea;0
Yawzi;1988;1;7;Eunicea;0
Yawzi;1988;1;8;Eunicea;0
Yawzi;1988;1;9;Eunicea;0
Yawzi;1988;1;10;Eunicea;0
Yawzi;1988;3;21;Eunicea;0
Yawzi;1988;3;22;Eunicea;0
Yawzi;1988;3;23;Eunicea;0
Yawzi;1988;3;24;Eunicea;0
Yawzi;1988;3;25;Eunicea;0
Yawzi;1988;3;26;Eunicea;0
Yawzi;1988;3;27;Eunicea;0
Yawzi;1988;3;28;Eunicea;0
Yawzi;1988;3;29;Eunicea;0
Yawzi;1988;3;30;Eunicea;1
Yawzi;1989;1;1;Eunicea;0
Yawzi;1989;1;2;Eunicea;0
Yawzi;1989;1;3;Eunicea;0
Yawzi;1989;1;4;Eunicea;0
Yawzi;1989;1;5;Eunicea;0
Yawzi;1989;1;6;Eunicea;0
Yawzi;1989;1;7;Eunicea;0
Yawzi;1989;1;8;Eunicea;0
Yawzi;1989;1;9;Eunicea;1
Yawzi;1989;1;10;Eunicea;0
Yawzi;1989;3;11;Eunicea;0
Yawzi;1989;3;12;Eunicea;0
Yawzi;1989;3;13;Eunicea;0
Yawzi;1989;3;14;Eunicea;0
Yawzi;1989;3;15;Eunicea;0
Yawzi;1989;3;16;Eunicea;0
Yawzi;1989;3;17;Eunicea;0
Yawzi;1989;3;18;Eunicea;0
Yawzi;1990;1;1;Eunicea;0
Yawzi;1990;1;2;Eunicea;0
Yawzi;1990;1;3;Eunicea;0
Yawzi;1990;1;4;Eunicea;0
Yawzi;1990;1;5;Eunicea;0
Yawzi;1990;1;6;Eunicea;0
Yawzi;1990;1;7;Eunicea;0
Yawzi;1990;1;8;Eunicea;0
Yawzi;1990;1;9;Eunicea;0
Yawzi;1990;1;10;Eunicea;0
Yawzi;1990;3;21;Eunicea;0
Yawzi;1990;3;22;Eunicea;0
Yawzi;1990;3;23;Eunicea;0
Yawzi;1990;3;24;Eunicea;0
Yawzi;1990;3;25;Eunicea;0
Yawzi;1990;3;26;Eunicea;0
Yawzi;1990;3;27;Eunicea;0
Yawzi;1990;3;28;Eunicea;0
Yawzi;1990;3;29;Eunicea;0
Yawzi;1990;3;30;Eunicea;0
Yawzi;1991;1;1;Eunicea;0
Yawzi;1991;1;2;Eunicea;0
Yawzi;1991;1;3;Eunicea;0
Yawzi;1991;1;4;Eunicea;0
Yawzi;1991;1;5;Eunicea;0
Yawzi;1991;1;6;Eunicea;0
Yawzi;1991;1;7;Eunicea;0
Yawzi;1991;1;8;Eunicea;0
Yawzi;1991;1;9;Eunicea;0
Yawzi;1991;1;10;Eunicea;0
Yawzi;1991;3;21;Eunicea;1
Yawzi;1991;3;22;Eunicea;0
Yawzi;1991;3;23;Eunicea;0
Yawzi;1991;3;24;Eunicea;0
Yawzi;1991;3;25;Eunicea;0
Yawzi;1991;3;26;Eunicea;0
Yawzi;1991;3;27;Eunicea;0
Yawzi;1991;3;28;Eunicea;0
Yawzi;1991;3;29;Eunicea;0
Yawzi;1991;3;30;Eunicea;0
Yawzi;1992;1;1;Eunicea;0
Yawzi;1992;1;2;Eunicea;0
Yawzi;1992;1;3;Eunicea;0
Yawzi;1992;1;4;Eunicea;0
Yawzi;1992;1;5;Eunicea;0
Yawzi;1992;1;6;Eunicea;0
Yawzi;1992;1;7;Eunicea;0
Yawzi;1992;1;8;Eunicea;0
Yawzi;1992;1;9;Eunicea;0
Yawzi;1992;1;10;Eunicea;0
Yawzi;1992;3;20;Eunicea;0
Yawzi;1992;3;21;Eunicea;0
Yawzi;1992;3;22;Eunicea;0
Yawzi;1992;3;23;Eunicea;0
Yawzi;1992;3;24;Eunicea;0
Yawzi;1992;3;25;Eunicea;0
Yawzi;1992;3;26;Eunicea;0
Yawzi;1992;3;27;Eunicea;0
Yawzi;1992;3;28;Eunicea;0
Yawzi;1992;3;29;Eunicea;0
Yawzi;1993;1;1;Eunicea;0
Yawzi;1993;1;2;Eunicea;0
Yawzi;1993;1;3;Eunicea;0
Yawzi;1993;1;4;Eunicea;0
Yawzi;1993;1;5;Eunicea;0
Yawzi;1993;1;6;Eunicea;0
Yawzi;1993;1;7;Eunicea;0
Yawzi;1993;1;8;Eunicea;0
Yawzi;1993;1;9;Eunicea;0
Yawzi;1993;1;10;Eunicea;0
Yawzi;1993;3;21;Eunicea;0
Yawzi;1993;3;22;Eunicea;0
Yawzi;1993;3;23;Eunicea;0
Yawzi;1993;3;24;Eunicea;0
Yawzi;1993;3;25;Eunicea;0
Yawzi;1993;3;26;Eunicea;0
Yawzi;1993;3;27;Eunicea;0
Yawzi;1993;3;28;Eunicea;0
Yawzi;1993;3;29;Eunicea;0
Yawzi;1993;3;30;Eunicea;0
Yawzi;1994;1;1;Eunicea;0
Yawzi;1994;1;2;Eunicea;0
Yawzi;1994;1;3;Eunicea;0
Yawzi;1994;1;4;Eunicea;0
Yawzi;1994;1;5;Eunicea;0
Yawzi;1994;1;6;Eunicea;0
Yawzi;1994;1;7;Eunicea;0
Yawzi;1994;1;8;Eunicea;0
Yawzi;1994;1;9;Eunicea;0
Yawzi;1994;1;10;Eunicea;0
Yawzi;1994;3;21;Eunicea;0
Yawzi;1994;3;22;Eunicea;0
Yawzi;1994;3;23;Eunicea;0
Yawzi;1994;3;24;Eunicea;0
Yawzi;1994;3;25;Eunicea;0
Yawzi;1994;3;26;Eunicea;0
Yawzi;1994;3;27;Eunicea;0
Yawzi;1994;3;28;Eunicea;0
Yawzi;1994;3;29;Eunicea;0
Yawzi;1994;3;30;Eunicea;0
Yawzi;1995;1;1;Eunicea;0
Yawzi;1995;1;2;Eunicea;0
Yawzi;1995;1;3;Eunicea;0
Yawzi;1995;1;4;Eunicea;0
Yawzi;1995;1;5;Eunicea;0
Yawzi;1995;1;6;Eunicea;0
Yawzi;1995;1;7;Eunicea;0
Yawzi;1995;1;8;Eunicea;0
Yawzi;1995;1;9;Eunicea;0
Yawzi;1995;1;10;Eunicea;0
Yawzi;1995;3;21;Eunicea;0
Yawzi;1995;3;22;Eunicea;0
Yawzi;1995;3;23;Eunicea;0
Yawzi;1995;3;24;Eunicea;0
Yawzi;1995;3;25;Eunicea;0
Yawzi;1995;3;26;Eunicea;0
Yawzi;1995;3;27;Eunicea;0
Yawzi;1995;3;28;Eunicea;0
Yawzi;1995;3;29;Eunicea;0
Yawzi;1995;3;30;Eunicea;0
Yawzi;1996;1;1;Eunicea;0
Yawzi;1996;1;2;Eunicea;0
Yawzi;1996;1;3;Eunicea;0
Yawzi;1996;1;4;Eunicea;0
Yawzi;1996;1;5;Eunicea;0
Yawzi;1996;1;6;Eunicea;0
Yawzi;1996;1;7;Eunicea;0
Yawzi;1996;1;8;Eunicea;0
Yawzi;1996;1;9;Eunicea;0
Yawzi;1996;1;10;Eunicea;0
Yawzi;1996;3;21;Eunicea;0
Yawzi;1996;3;22;Eunicea;0
Yawzi;1996;3;23;Eunicea;0
Yawzi;1996;3;24;Eunicea;0
Yawzi;1996;3;25;Eunicea;0
Yawzi;1996;3;26;Eunicea;0
Yawzi;1996;3;27;Eunicea;0
Yawzi;1996;3;28;Eunicea;0
Yawzi;1996;3;29;Eunicea;0
Yawzi;1996;3;30;Eunicea;0
Yawzi;1997;1;1;Eunicea;0
Yawzi;1997;1;2;Eunicea;0
Yawzi;1997;1;3;Eunicea;0
Yawzi;1997;1;4;Eunicea;0
Yawzi;1997;1;5;Eunicea;0
Yawzi;1997;1;6;Eunicea;0
Yawzi;1997;1;7;Eunicea;0
Yawzi;1997;1;8;Eunicea;0
Yawzi;1997;1;9;Eunicea;0
Yawzi;1997;1;10;Eunicea;0
Yawzi;1997;3;21;Eunicea;0
Yawzi;1997;3;22;Eunicea;0
Yawzi;1997;3;23;Eunicea;0
Yawzi;1997;3;24;Eunicea;0
Yawzi;1997;3;25;Eunicea;0
Yawzi;1997;3;26;Eunicea;0
Yawzi;1997;3;27;Eunicea;0
Yawzi;1997;3;28;Eunicea;0
Yawzi;1997;3;29;Eunicea;0
Yawzi;1997;3;30;Eunicea;0
Yawzi;1998;1;1;Eunicea;0
Yawzi;1998;1;2;Eunicea;0
Yawzi;1998;1;3;Eunicea;0
Yawzi;1998;1;4;Eunicea;0
Yawzi;1998;1;5;Eunicea;0
Yawzi;1998;1;6;Eunicea;0
Yawzi;1998;1;7;Eunicea;0
Yawzi;1998;1;8;Eunicea;0
Yawzi;1998;1;9;Eunicea;0
Yawzi;1998;1;10;Eunicea;0
Yawzi;1998;3;21;Eunicea;0
Yawzi;1998;3;22;Eunicea;0
Yawzi;1998;3;23;Eunicea;0
Yawzi;1998;3;24;Eunicea;0
Yawzi;1998;3;25;Eunicea;0
Yawzi;1998;3;26;Eunicea;0
Yawzi;1998;3;27;Eunicea;0
Yawzi;1998;3;28;Eunicea;0
Yawzi;1998;3;29;Eunicea;0
Yawzi;1998;3;30;Eunicea;0
Yawzi;1999;1;1;Eunicea;0
Yawzi;1999;1;2;Eunicea;0
Yawzi;1999;1;3;Eunicea;0
Yawzi;1999;1;4;Eunicea;0
Yawzi;1999;1;5;Eunicea;0
Yawzi;1999;1;6;Eunicea;0
Yawzi;1999;1;7;Eunicea;0
Yawzi;1999;1;8;Eunicea;0
Yawzi;1999;1;9;Eunicea;0
Yawzi;1999;1;10;Eunicea;0
Yawzi;1999;3;21;Eunicea;0
Yawzi;1999;3;22;Eunicea;0
Yawzi;1999;3;23;Eunicea;0
Yawzi;1999;3;24;Eunicea;0
Yawzi;1999;3;25;Eunicea;0
Yawzi;1999;3;26;Eunicea;0
Yawzi;1999;3;27;Eunicea;0
Yawzi;1999;3;28;Eunicea;0
Yawzi;1999;3;29;Eunicea;0
Yawzi;1999;3;30;Eunicea;0
Yawzi;2000;1;1;Eunicea;0
Yawzi;2000;1;2;Eunicea;0
Yawzi;2000;1;3;Eunicea;0
Yawzi;2000;1;4;Eunicea;0
Yawzi;2000;1;5;Eunicea;0
Yawzi;2000;1;6;Eunicea;0
Yawzi;2000;1;7;Eunicea;0
Yawzi;2000;1;8;Eunicea;0
Yawzi;2000;1;9;Eunicea;0
Yawzi;2000;1;10;Eunicea;0
Yawzi;2000;3;21;Eunicea;0
Yawzi;2000;3;22;Eunicea;0
Yawzi;2000;3;23;Eunicea;0
Yawzi;2000;3;24;Eunicea;0
Yawzi;2000;3;25;Eunicea;0
Yawzi;2000;3;26;Eunicea;0
Yawzi;2000;3;27;Eunicea;0
Yawzi;2000;3;28;Eunicea;0
Yawzi;2000;3;29;Eunicea;0
Yawzi;2000;3;30;Eunicea;0
Yawzi;2001;1;Q1;Eunicea;0
Yawzi;2001;1;Q2;Eunicea;0
Yawzi;2001;1;Q3;Eunicea;0
Yawzi;2001;1;Q4;Eunicea;0
Yawzi;2001;1;Q5;Eunicea;0
Yawzi;2001;1;Q6;Eunicea;0
Yawzi;2001;1;Q7;Eunicea;0
Yawzi;2001;1;Q8;Eunicea;0
Yawzi;2001;1;Q9;Eunicea;0
Yawzi;2001;1;Q10;Eunicea;0
Yawzi;2001;3;Q1;Eunicea;0
Yawzi;2001;3;Q2;Eunicea;0
Yawzi;2001;3;Q3;Eunicea;0
Yawzi;2001;3;Q4;Eunicea;0
Yawzi;2001;3;Q5;Eunicea;0
Yawzi;2001;3;Q6;Eunicea;0
Yawzi;2001;3;Q7;Eunicea;0
Yawzi;2001;3;Q8;Eunicea;0
Yawzi;2001;3;Q9;Eunicea;0
Yawzi;2001;3;Q10;Eunicea;0
Yawzi;2002;1;Q1;Eunicea;1
Yawzi;2002;1;Q2;Eunicea;0
Yawzi;2002;1;Q3;Eunicea;0
Yawzi;2002;1;Q4;Eunicea;0
Yawzi;2002;1;Q5;Eunicea;0
Yawzi;2002;1;Q6;Eunicea;0
Yawzi;2002;1;Q7;Eunicea;0
Yawzi;2002;1;Q8;Eunicea;0
Yawzi;2002;1;Q9;Eunicea;0
Yawzi;2002;1;Q10;Eunicea;0
Yawzi;2002;3;Q1;Eunicea;0
Yawzi;2002;3;Q2;Eunicea;0
Yawzi;2002;3;Q3;Eunicea;0
Yawzi;2002;3;Q4;Eunicea;0
Yawzi;2002;3;Q5;Eunicea;0
Yawzi;2002;3;Q6;Eunicea;0
Yawzi;2002;3;Q7;Eunicea;0
Yawzi;2002;3;Q8;Eunicea;0
Yawzi;2002;3;Q9;Eunicea;0
Yawzi;2002;3;Q10;Eunicea;0
Yawzi;2002;3;Q11;Eunicea;0
Yawzi;2002;3;Q12;Eunicea;0
Yawzi;2003;1;2256;Eunicea;0
Yawzi;2003;1;2257;Eunicea;0
Yawzi;2003;1;2258;Eunicea;0
Yawzi;2003;1;2259;Eunicea;0
Yawzi;2003;1;2260;Eunicea;0
Yawzi;2003;1;2261;Eunicea;0
Yawzi;2003;1;2262;Eunicea;0
Yawzi;2003;1;2263;Eunicea;0
Yawzi;2003;1;2264;Eunicea;0
Yawzi;2003;1;2265;Eunicea;0
Yawzi;2003;3;2278;Eunicea;0
Yawzi;2003;3;2279;Eunicea;0
Yawzi;2003;3;2280;Eunicea;0
Yawzi;2003;3;2281;Eunicea;0
Yawzi;2003;3;2282;Eunicea;0
Yawzi;2003;3;2283;Eunicea;1
Yawzi;2003;3;2284;Eunicea;0
Yawzi;2003;3;2285;Eunicea;0
Yawzi;2003;3;2286;Eunicea;0
Yawzi;2003;3;2287;Eunicea;0
Yawzi;2003;3;2288;Eunicea;0
Yawzi;2003;3;2289;Eunicea;0
Yawzi;2004;1;7055;Eunicea;0
Yawzi;2004;1;7056;Eunicea;0
Yawzi;2004;1;7057;Eunicea;0
Yawzi;2004;1;7058;Eunicea;0
Yawzi;2004;1;7059;Eunicea;0
Yawzi;2004;1;7060;Eunicea;0
Yawzi;2004;1;7061;Eunicea;0
Yawzi;2004;1;7062;Eunicea;0
Yawzi;2004;1;7063;Eunicea;0
Yawzi;2004;1;7064;Eunicea;0
Yawzi;2004;3;7115;Eunicea;0
Yawzi;2004;3;7116;Eunicea;0
Yawzi;2004;3;7117;Eunicea;0
Yawzi;2004;3;7118;Eunicea;0
Yawzi;2004;3;7119;Eunicea;0
Yawzi;2004;3;7120;Eunicea;0
Yawzi;2004;3;7121;Eunicea;0
Yawzi;2004;3;7122;Eunicea;0
Yawzi;2004;3;7123;Eunicea;0
Yawzi;2004;3;7124;Eunicea;0
Yawzi;2004;3;7125;Eunicea;0
Yawzi;2005;1;14;Eunicea;0
Yawzi;2005;1;15;Eunicea;0
Yawzi;2005;1;16;Eunicea;0
Yawzi;2005;1;17;Eunicea;0
Yawzi;2005;1;18;Eunicea;1
Yawzi;2005;1;19;Eunicea;0
Yawzi;2005;1;21;Eunicea;0
Yawzi;2005;1;23;Eunicea;0
Yawzi;2005;1;24;Eunicea;0
Yawzi;2005;1;25;Eunicea;0
Yawzi;2005;1;26;Eunicea;0
Yawzi;2005;3;1;Eunicea;0
Yawzi;2005;3;2;Eunicea;0
Yawzi;2005;3;3;Eunicea;0
Yawzi;2005;3;4;Eunicea;0
Yawzi;2005;3;5;Eunicea;0
Yawzi;2005;3;6;Eunicea;0
Yawzi;2005;3;7;Eunicea;0
Yawzi;2005;3;8;Eunicea;0
Yawzi;2005;3;9;Eunicea;0
Yawzi;2005;3;10;Eunicea;0
Yawzi;2005;3;11;Eunicea;0
Yawzi;2005;3;12;Eunicea;0
Yawzi;2006;1;309;Eunicea;0
Yawzi;2006;1;310;Eunicea;0
Yawzi;2006;1;311;Eunicea;0
Yawzi;2006;1;313;Eunicea;0
Yawzi;2006;1;314;Eunicea;0
Yawzi;2006;1;315;Eunicea;0
Yawzi;2006;1;316;Eunicea;0
